,symbol,open_time,open,high,low,close,volume_coin,close_time,volume,num_of_trades,buy_volume_coin,buy_volume,ignore,date
50,BTCUSDT,1606351800000,18871.26,18875.0,18862.5,18875.0,129.335,1606351859999,2440463.79565,616,82.820,1562707.72841,0,1970-01-01 00:00:01.606351800
51,BTCUSDT,1606351860000,18879.61,18882.28,18860.0,18868.14,138.024,1606351919999,2604245.66344,833,25.968,489956.06899,0,1970-01-01 00:00:01.606351860
52,BTCUSDT,1606351920000,18868.07,18871.51,18844.83,18848.17,234.118,1606351979999,4413989.05123,1003,23.454,442201.89636,0,1970-01-01 00:00:01.606351920
53,BTCUSDT,1606351980000,18848.04,18859.56,18834.0,18834.96,174.067,1606352039999,3280651.52345,821,30.222,569646.27929,0,1970-01-01 00:00:01.606351980
54,BTCUSDT,1606352040000,18834.97,18839.93,18822.0,18836.92,280.201,1606352099999,5276580.90883,1217,66.898,1259853.83277,0,1970-01-01 00:00:01.606352040
55,BTCUSDT,1606352100000,18838.28,18859.92,18834.0,18859.53,225.056,1606352159999,4242115.15024,909,89.783,1692326.31967,0,1970-01-01 00:00:01.606352100
56,BTCUSDT,1606352160000,18859.52,18871.14,18852.67,18868.46,172.652,1606352219999,3256950.49739,895,78.984,1489933.05357,0,1970-01-01 00:00:01.606352160
57,BTCUSDT,1606352220000,18868.47,18874.71,18851.63,18855.82,93.995,1606352279999,1773429.19561,630,35.789,675275.64186,0,1970-01-01 00:00:01.606352220
58,BTCUSDT,1606352280000,18855.82,18879.97,18852.0,18879.97,107.002,1606352339999,2018781.70201,568,64.528,1217629.95927,0,1970-01-01 00:00:01.606352280
59,BTCUSDT,1606352340000,18879.97,18886.92,18879.97,18886.43,86.360,1606352399999,1630606.26213,693,48.444,914709.57924,0,1970-01-01 00:00:01.606352340
60,BTCUSDT,1606352400000,18886.44,18892.0,18850.73,18851.36,215.124,1606352459999,4060480.32964,1000,82.183,1551767.88911,0,1970-01-01 00:00:01.606352400
61,BTCUSDT,1606352460000,18851.36,18851.37,18816.82,18830.99,446.416,1606352519999,8406865.27114,1522,70.088,1319622.33586,0,1970-01-01 00:00:01.606352460
62,BTCUSDT,1606352520000,18831.0,18838.86,18824.0,18836.24,125.759,1606352579999,2368129.78031,879,56.787,1069331.73462,0,1970-01-01 00:00:01.606352520
63,BTCUSDT,1606352580000,18835.64,18867.0,18831.99,18864.45,165.222,1606352639999,3113726.65307,816,93.344,1759379.24350,0,1970-01-01 00:00:01.606352580
64,BTCUSDT,1606352640000,18864.45,18892.93,18858.83,18891.29,166.876,1606352699999,3150653.11645,931,75.194,1419788.16333,0,1970-01-01 00:00:01.606352640
65,BTCUSDT,1606352700000,18891.3,18898.6,18883.0,18893.0,110.902,1606352759999,2094960.75399,789,43.672,825034.33945,0,1970-01-01 00:00:01.606352700
66,BTCUSDT,1606352760000,18892.99,18896.19,18872.54,18887.51,115.657,1606352819999,2184125.56308,763,34.559,652643.76632,0,1970-01-01 00:00:01.606352760
67,BTCUSDT,1606352820000,18887.45,18896.5,18881.92,18891.23,127.339,1606352879999,2405207.24218,842,49.348,932048.59315,0,1970-01-01 00:00:01.606352820
68,BTCUSDT,1606352880000,18890.72,18898.0,18877.85,18882.19,93.497,1606352939999,1765909.01336,654,36.400,687557.94087,0,1970-01-01 00:00:01.606352880
69,BTCUSDT,1606352940000,18882.18,18894.53,18882.05,18893.19,132.440,1606352999999,2501606.30558,742,97.996,1850983.20407,0,1970-01-01 00:00:01.606352940
70,BTCUSDT,1606353000000,18893.18,18910.0,18889.62,18902.0,233.321,1606353059999,4410455.79987,864,139.256,2632265.58125,0,1970-01-01 00:00:01.606353000
71,BTCUSDT,1606353060000,18902.0,18904.53,18892.22,18899.13,131.572,1606353119999,2486493.16957,669,75.408,1425111.59194,0,1970-01-01 00:00:01.606353060
72,BTCUSDT,1606353120000,18899.13,18902.7,18890.0,18900.46,56.735,1606353179999,1071938.21422,455,26.941,509030.77314,0,1970-01-01 00:00:01.606353120
73,BTCUSDT,1606353180000,18900.46,18905.0,18890.91,18895.54,61.724,1606353239999,1166435.8043,503,34.769,657094.69309,0,1970-01-01 00:00:01.606353180
74,BTCUSDT,1606353240000,18893.4,18893.4,18876.84,18876.85,120.874,1606353299999,2282567.01812,588,18.732,353775.66663,0,1970-01-01 00:00:01.606353240
75,BTCUSDT,1606353300000,18876.84,18876.84,18860.35,18863.49,131.837,1606353359999,2487248.62251,758,56.410,1064079.10183,0,1970-01-01 00:00:01.606353300
76,BTCUSDT,1606353360000,18863.5,18863.5,18841.0,18844.7,146.807,1606353419999,2767326.24106,916,68.796,1296813.98566,0,1970-01-01 00:00:01.606353360
77,BTCUSDT,1606353420000,18844.41,18859.0,18838.88,18847.27,168.599,1606353479999,3177358.9809,764,95.432,1798563.51074,0,1970-01-01 00:00:01.606353420
78,BTCUSDT,1606353480000,18847.27,18861.51,18842.86,18860.76,68.674,1606353539999,1294526.8935,522,30.737,579423.01037,0,1970-01-01 00:00:01.606353480
79,BTCUSDT,1606353540000,18860.75,18863.23,18853.47,18859.71,94.526,1606353599999,1782677.38838,502,33.783,637122.89333,0,1970-01-01 00:00:01.606353540
80,BTCUSDT,1606353600000,18859.72,18859.72,18838.87,18845.29,133.029,1606353659999,2507023.3852,704,46.616,878521.44855,0,1970-01-01 00:00:01.606353600
81,BTCUSDT,1606353660000,18845.48,18845.48,18822.38,18831.83,273.833,1606353719999,5156556.72562,958,67.989,1280285.63432,0,1970-01-01 00:00:01.606353660
82,BTCUSDT,1606353720000,18831.83,18850.06,18820.0,18845.1,207.869,1606353779999,3914455.75192,970,80.443,1515125.85759,0,1970-01-01 00:00:01.606353720
83,BTCUSDT,1606353780000,18845.1,18855.94,18837.01,18837.02,118.769,1606353839999,2238754.65961,511,34.559,651441.28394,0,1970-01-01 00:00:01.606353780
84,BTCUSDT,1606353840000,18837.02,18850.0,18831.64,18831.64,79.137,1606353899999,1490956.49613,527,25.200,474729.99743,0,1970-01-01 00:00:01.606353840
85,BTCUSDT,1606353900000,18831.65,18838.81,18817.25,18817.25,120.623,1606353959999,2270921.57492,833,27.590,519485.04027,0,1970-01-01 00:00:01.606353900
86,BTCUSDT,1606353960000,18817.24,18828.17,18815.75,18825.89,194.417,1606354019999,3659185.96098,810,80.458,1514357.12100,0,1970-01-01 00:00:01.606353960
87,BTCUSDT,1606354020000,18825.9,18826.99,18813.0,18813.0,205.898,1606354079999,3874403.92508,738,12.432,233938.30290,0,1970-01-01 00:00:01.606354020
88,BTCUSDT,1606354080000,18813.0,18813.01,18802.34,18805.66,242.777,1606354139999,4566227.30017,980,52.215,981983.29271,0,1970-01-01 00:00:01.606354080
89,BTCUSDT,1606354140000,18805.66,18826.88,18792.9,18825.09,260.815,1606354199999,4904757.21099,1328,108.912,2048676.11241,0,1970-01-01 00:00:01.606354140
90,BTCUSDT,1606354200000,18824.61,18826.87,18793.16,18795.15,192.927,1606354259999,3628700.23674,966,64.685,1216624.67953,0,1970-01-01 00:00:01.606354200
91,BTCUSDT,1606354260000,18795.15,18797.63,18770.0,18778.0,320.603,1606354319999,6021704.9058,1495,97.509,1831416.12949,0,1970-01-01 00:00:01.606354260
92,BTCUSDT,1606354320000,18778.01,18794.09,18765.06,18791.96,211.425,1606354379999,3970428.1238,966,135.704,2548380.25879,0,1970-01-01 00:00:01.606354320
93,BTCUSDT,1606354380000,18791.96,18821.88,18791.96,18816.63,271.566,1606354439999,5108254.48252,1104,173.612,3265606.56952,0,1970-01-01 00:00:01.606354380
94,BTCUSDT,1606354440000,18816.63,18816.64,18793.43,18794.31,97.180,1606354499999,1827222.20846,715,19.704,370472.89723,0,1970-01-01 00:00:01.606354440
