,symbol,open_time,open,high,low,close,volume_coin,close_time,volume,num_of_trades,buy_volume_coin,buy_volume,ignore,date
29,BTCUSDT,1606350540000,18881.64,18895.64,18871.0,18883.01,204.771,1606350599999,3866830.39497,981,86.712,1637662.58665,0,1970-01-01 00:00:01.606350540
30,BTCUSDT,1606350600000,18883.0,18890.0,18864.76,18888.7,275.813,1606350659999,5205813.98506,1231,114.819,2167554.87146,0,1970-01-01 00:00:01.606350600
31,BTCUSDT,1606350660000,18886.32,18888.5,18859.76,18863.85,271.323,1606350719999,5120399.78464,974,76.983,1452920.18892,0,1970-01-01 00:00:01.606350660
32,BTCUSDT,1606350720000,18863.85,18866.82,18857.0,18866.16,142.160,1606350779999,2681188.32283,730,73.671,1389463.05868,0,1970-01-01 00:00:01.606350720
33,BTCUSDT,1606350780000,18866.17,18880.0,18857.55,18869.53,112.677,1606350839999,2125834.79717,605,65.805,1241534.33259,0,1970-01-01 00:00:01.606350780
34,BTCUSDT,1606350840000,18869.54,18872.99,18858.48,18858.48,81.339,1606350899999,1534562.06371,521,29.275,552338.43460,0,1970-01-01 00:00:01.606350840
35,BTCUSDT,1606350900000,18858.49,18858.49,18845.19,18846.58,196.927,1606350959999,3712128.30157,839,56.981,1074066.74349,0,1970-01-01 00:00:01.606350900
36,BTCUSDT,1606350960000,18846.52,18873.29,18844.83,18872.51,130.107,1606351019999,2453159.70393,803,70.604,1331336.11365,0,1970-01-01 00:00:01.606350960
37,BTCUSDT,1606351020000,18871.99,18893.73,18867.71,18893.72,182.951,1606351079999,3455010.0479,908,112.277,2120388.61613,0,1970-01-01 00:00:01.606351020
38,BTCUSDT,1606351080000,18893.73,18914.19,18890.78,18900.95,377.613,1606351139999,7138024.37243,1807,255.085,4821962.54940,0,1970-01-01 00:00:01.606351080
39,BTCUSDT,1606351140000,18901.25,18940.69,18901.25,18913.67,563.577,1606351199999,10663636.4261,2289,369.334,6988297.64059,0,1970-01-01 00:00:01.606351140
40,BTCUSDT,1606351200000,18913.69,18917.72,18893.27,18896.48,359.009,1606351259999,6786399.63851,1518,175.404,3315865.35243,0,1970-01-01 00:00:01.606351200
41,BTCUSDT,1606351260000,18896.47,18897.07,18861.59,18875.17,366.626,1606351319999,6920296.90446,1402,112.994,2132544.10280,0,1970-01-01 00:00:01.606351260
42,BTCUSDT,1606351320000,18875.16,18902.22,18872.08,18881.46,246.929,1606351379999,4663958.31533,987,182.046,3438536.94025,0,1970-01-01 00:00:01.606351320
43,BTCUSDT,1606351380000,18881.45,18895.8,18870.05,18886.44,221.422,1606351439999,4180434.8948,946,73.609,1389784.82079,0,1970-01-01 00:00:01.606351380
44,BTCUSDT,1606351440000,18886.44,18887.0,18870.41,18878.12,141.920,1606351499999,2679458.4868,950,56.801,1072380.92865,0,1970-01-01 00:00:01.606351440
45,BTCUSDT,1606351500000,18878.11,18907.67,18878.11,18902.63,159.606,1606351559999,3015947.73934,769,94.023,1776733.14650,0,1970-01-01 00:00:01.606351500
46,BTCUSDT,1606351560000,18901.91,18911.99,18898.29,18908.55,299.568,1606351619999,5663596.1584,1170,151.631,2867034.99175,0,1970-01-01 00:00:01.606351560
47,BTCUSDT,1606351620000,18908.54,18910.0,18886.39,18890.69,160.257,1606351679999,3028696.94726,821,54.453,1029049.61698,0,1970-01-01 00:00:01.606351620
48,BTCUSDT,1606351680000,18889.5,18890.99,18872.5,18873.04,162.030,1606351739999,3059142.14801,678,68.550,1294400.99553,0,1970-01-01 00:00:01.606351680
49,BTCUSDT,1606351740000,18872.5,18878.94,18862.73,18871.27,134.573,1606351799999,2539186.35744,765,58.564,1105085.04094,0,1970-01-01 00:00:01.606351740
